overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,unixReviewTime,title,brand,rank,main_cat,price,Review,sentiments
1,True,2016-08-12,ASCTK6A1JGPM8,9790787006,Amazon Customer,i adore Jenna but i thought i would love this but the smell doesnt do me any justice ... i adore Jenna but i thought i would love this but the smell doesnt do me any justice on my skin  ...sad face,1470960000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,adore jenna think would love smell justice adore jenna think would love smell justice skin sad face,Positive
3,True,2016-07-29,AFJE85Y0YPOVY,9790787006,JJD,"but the initial scent from this when sprayed is actually quite beautiful! However At first, this smells very fruity with some complexity to it with the patchouli. I'm not a fan of patchouli, but the initial scent from this when sprayed is actually quite beautiful!  However, that floral / fruitiness quickly goes away and the patchouli steps in to punch you square in the face like a prize fighter.  Seriously, you have to really, REALLY love patchouli to love this one. One of the positives of this is the bottle. It's really pretty to look at, as well as the dangling hearts. They are not cheap plastic as I thought it would be, but rather, they are made from metal. They're kind of heavy actually, but I think they really add to the charm of the bottle's look.

I'm glad I purchased it, because I had been really curious, but it's definitely not a favorite of mine.",1469750400,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,initial scent spray actually quite beautiful however first smell fruity complexity patchouli fan patchouli initial scent spray actually quite beautiful however floral fruitiness quickly go away patchouli step punch square face like prize fighter seriously really really love patchouli love one one positive bottle really pretty look well dangle heart cheap plastic think would rather make metal kind heavy actually think really add charm bottle look glad purchase really curious definitely favorite mine,Positive
5,True,2016-07-20,A6D30HQK1YJE8,9790787006,Susan M Lamphier,Five Stars One of my favorites!,1468972800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star one favorite,Positive
4,False,2016-06-07,AE1LNE5A2BO74,9790787006,Mabelle Frank,I love this! I love this!!! The bottle is so cute and the scent is a very nice fruity-floral one with a bit of musk.,1465257600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,love love bottle cute scent nice fruity - floral one bit musk,Positive
5,True,2016-04-04,AOOZO1BRJRCVY,9790787006,joyce higgs,Five Stars now this is very good beautiful smell and i just love it,1459728000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star good beautiful smell love,Positive
5,True,2016-02-07,A1I6F8COVMNYAH,9790787006,Bojana Gledic,"Five Stars I knew that I loved it, that's why I bought it. Wonderful scent, excellent quality.",1454803200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star know love buy wonderful scent excellent quality,Positive
1,True,2015-11-19,A1V0MU46D12JST,9790787006,Alex,"Disapointed Maybe I got a bad bottle or something, but this perfume did not smell good. Very harsh smell, like you could almost smell chemicals mixed in with the flower and cheap soap scent. I was really surprised because I expected this to be awesome being from Jenna Jameson! Then, I read that this perfume hasn't been made in YEARS so this is very likely old stock where age has changed the scent dramatically.",1447891200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,disapointe maybe get bad bottle something perfume smell good harsh smell like could almost smell chemical mix flower cheap soap scent really surprised expect awesome jenna jameson read perfume make year likely old stock age change scent dramatically,Positive
4,True,2015-10-20,AMDPRJ5R8DSUO,9790787006,Rickyb12,Four Stars Great perfume,1445299200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,four star great perfume,Positive
5,False,2015-09-28,A3UGHH4IFF5CV3,9790787006,lisayabby,"Surprise, IT SMELLS LOVELY First American Brands Heartbreaker Fragrance By Jenna Jameson, Eau De Parfum Spray 50ml, 1.7-Fluid Ounce. Hi Everyone, I wanna tell you smells AWESOME, I am not one to buy a perfume over the internet that I am not familiar with, but I was willing to take a chance with this, I mean come on Jenna Jameson, I thought hmmm no way I could go wrong, right. Ok about the perfume, comes in a VERY SEXY red bottle, and the heart charm on there you see in the pics, that IS NOT PLASTIC, it is a heavy duty SILVER CHARM, very nice touch, if your girly your gonna love this, now if I had to compare it and LUCKILY I am familiar with it, is Avon's Imari the maroon bottle, to me it is very similar to that one. I put this on as soon as it came in the mail, yes I was excited, and it lasted all day, when I got in bed under the blanket and got cozy I could still smell it on my wrist, so that was nice to see is that it did not wear off even after several hours, oh and it is a FULL SIZE not a tiny sample. I was invited to purchase this at a promo price in return for a full honest review, I would definitely recommend this to all friends and family, and tell my guy friend to check it out for their Ladies :) If you like Imari you will like this, I love them both <3, And yes I am putting it on my repurchase list here on Amazon. I will insert a product link here: http://www.amazon.com/gp/product/B01167G0H2?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_0, Thank You very much for taking your time to read my review and I hope you can find this info helpful.",1443398400,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,surprise smell lovely first american brands heartbreaker fragrance jenna jameson eau de parfum spray ml fluid ounce hi everyone wanna tell smell awesome one buy perfume internet familiar willing take chance mean come jenna jameson think hmmm way could go wrong right ok perfume come sexy red bottle heart charm see pic plastic heavy duty silver charm nice touch girly go love compare luckily familiar avon imari maroon bottle similar one put soon come mail yes excited last day get bed blanket get cozy could still smell wrist nice see wear even several hour oh full size tiny sample invite purchase promo price return full honest review would definitely recommend friend family tell guy friend check lady like imari like love yes put repurchase list amazon insert product link http www amazon com gp product b01167g0h2 redirect true ref _ cm_cr_ryp_prd_ttl_sol_0 thank much take time read review hope find info helpful,Positive
4,True,2015-09-27,A3G5ST2S43IB65,9790787006,viola black,love my perfume! This perfume smells really good! I was unsure when I was asked to try it out but was pleased that I did. It is a great perfume to wear in the evening for a night out.,1443312000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,love perfume perfume smell really good unsure ask try pleased great perfume wear evening night,Positive
3,True,2015-09-13,ARNM7L2CEQZHU,9790787006,elizabeth,Three Stars Smells goid just doesnt last,1442102400,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,three star smell goid last,Neutral
5,False,2015-08-30,A2T0L8BI7IEH5Q,9790787006,Trish,"Does not smell cheap! I was given this product in exchange for a review. All I can say is wow!!!! I love perfume, and this is a great scent! The notes are a little heavy but i really like it overall. I get headaches easily, but this doesnt seem to do that with me. Does not smell cheap!!! It is a wonderful fragrance for not a lot of money! I love it, you should give it a try!",1440892800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,smell cheap give product exchange review say wow love perfume great scent note little heavy really like overall get headache easily seem smell cheap wonderful fragrance lot money love give try,Positive
1,True,2015-08-29,A3AX4BN9YVIU5J,9790787006,Landon,One Star Strong heavy smell not my taste,1440806400,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,one star strong heavy smell taste,Positive
5,False,2015-08-26,A1PHTBLZAQWWG,9790787006,Michelle Wilson,"This perfume must be sprayed on before determining if you actually like it. It needs to mix with your own body chemistry. I absolutely LOVE perfumes. I especially LOVE perfumes in cool looking bottles. So when I was offered the Jenna Jameson Heartbreaker Perfume at a reduced price in exchange for my honest review I knew I had to accept it. When I first received this product and smelled it my first thought was it smelled like something my grandmother would wear. It was very strong and not what I thought it would smell like. However, this is one of those perfumes, at least for me, that you have to actually put on and let your own body chemistry decide on the smell. After spraying the perfume on my wrist the scent completely changed and I actually really liked the scent. The bottle is very pretty also. It's a ruby red color with two silver colored hearts on it. After actually trying the perfume on I would definitely recommend it to friends and family.",1440547200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,perfume must spray determine actually like need mix body chemistry absolutely love perfume especially love perfume cool look bottle offer jenna jameson heartbreaker perfume reduce price exchange honest review know accept first receive product smell first thought smell like something grandmother would wear strong think would smell like however one perfume least actually put let body chemistry decide smell spray perfume wrist scent completely change actually really like scent bottle pretty also ruby red color two silver color heart actually try perfume would definitely recommend friend family,Positive
1,False,2015-08-25,A2RYSCZOPEXOCQ,9790787006,The Cat Next Door,"This is not going to be my favorite scent. I use a lot of perfume, I go through a new bottle every couple of weeks, and I never bought the same scent twice. I`m still looking for my favorite scent. This is not going to be it. I`m going to use it, but definitely not purchase again. Someone else may like it, it just does not lure my scents. Bottle is a very pretty, red glass, and it smells classier, than the name suggests.

I got this for evaluation, 50% off, in order that I might provide this review.

* I originally gave this 3 stars, but as I tried to use this further, I found the smell being just completely wrong. I asked three friends separately, what they think of it, and each one said, that this smells manly. And that was the exact word I was looking for. First two girls did not want to take this from me for free, the third one took it, but stated that really just a little at a time can be used. I downgraded this to 1 star, as it was in fact unusable and I wasted money on it. All four of us are in our early to late twenties and none of us liked this perfume. This is the only one 1 star review I ever wrote.",1440460800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,go favorite scent use lot perfume go new bottle every couple week never buy scent twice still look favorite scent go go use definitely purchase someone else may like lure scent bottle pretty red glass smell classy name suggest get evaluation order might provide review originally give star try use far find smell completely wrong ask three friend separately think one say smell manly exact word look first two girl want take free third one take state really little time use downgrade star fact unusable waste money four early late twenty none like perfume one star review ever write,Positive
5,False,2015-08-25,A1FSPH5TCDXQO4,9790787006,Tricia F,"It's a hit! Not gonna lie, I am a fan of Jenna's so I was excited to receive this today and it didn't disappoint. The bottle is this beautiful red and gold with heart charms that are attached to the perfume bottle lid. It has an sexy and confident mix of floral and musky scents that most women would love and it doesn't over power the senses like some perfumes do when you first put them on. My only problem with Heartbreaker is not knowing which occasion to wear it because it smells good enough for pretty much all of them.

*I received this at a discounted price for my 100% honest review.",1440460800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,hit go lie fan jenna excited receive today disappoint bottle beautiful red gold heart charm attach perfume bottle lid sexy confident mix floral musky scent woman would love power sense like perfume first put problem heartbreaker know occasion wear smell good enough pretty much receive discount price honest review,Positive
5,False,2015-08-23,A3FC1W71TBNM0P,9790787006,beeds13,"Surprise, IT SMELLS LOVELY<3 First American Brands Heartbreaker Fragrance By Jenna Jameson, Eau De Parfum Spray 50ml, 1.7-Fluid Ounce.  Hi Everyone, I wanna tell you smells AWESOME, I am not one to buy a perfume over the internet that I am not familiar with, but I was willing to take a chance with this, I mean come  on Jenna Jameson, I thought hmmm no way I could go wrong, right.  Ok about the perfume, comes in a VERY SEXY red bottle, and the heart charm on there you see in the pics, that IS NOT PLASTIC, it is a heavy duty SILVER CHARM, very nice touch, if your girly your gonna love this, now if I had to compare it and LUCKILY I am familiar with it, is Avon's Imari the maroon bottle, to me it is very similar to that one.  I put this on as soon as it came in the mail, yes I was excited, and it lasted all day, when I got in bed under the blanket and got cozy I could still smell it on my wrist, so that was nice to see is that it did not wear off even after several hours, oh and it is a FULL SIZE not a tiny sample.  I was invited to purchase this at a promo price in return for a full honest review, I would definitely recommend this to all friends and family, and tell my guy friend to check it out for their Ladies :) If you like Imari you will like this, I love them both <3, And yes I am putting it on my repurchase list here on Amazon.  I will insert a product link here: http://www.amazon.com/gp/product/B01167G0H2?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_0, Thank You very much for taking your time to read my review and I hope you can find this info helpful.",1440288000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,surprise smell lovely first american brands heartbreaker fragrance jenna jameson eau de parfum spray ml fluid ounce hi everyone wanna tell smell awesome one buy perfume internet familiar willing take chance mean come jenna jameson think hmmm way could go wrong right ok perfume come sexy red bottle heart charm see pic plastic heavy duty silver charm nice touch girly go love compare luckily familiar avon imari maroon bottle similar one put soon come mail yes excited last day get bed blanket get cozy could still smell wrist nice see wear even several hour oh full size tiny sample invite purchase promo price return full honest review would definitely recommend friend family tell guy friend check lady like imari like love yes put repurchase list amazon insert product link http www amazon com gp product b01167g0h2 redirect true ref _ cm_cr_ryp_prd_ttl_sol_0 thank much take time read review hope find info helpful,Positive
5,False,2015-08-22,A1R2ZOLD7VWPWB,9790787006,Honesty,"YOU MUST TRY THIS PERFUME! I received this at a discounted price  in exchange for my honest review.  I received this today and I'M IN LOVE! Hubby loves it too! It's a light sensual scent. I sprayed behind my ears and on my wrists (pulse points)  close to five hours ago and I can still smell the sweet scent. I've just found me new favorite scent. The bottle alone is extra beautiful. The name says it all, Heart Breaker! I highly recommend for those that like a light sensual scent that lasts.",1440201600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,must try perfume receive discount price exchange honest review receive today love hubby love light sensual scent spray behind ear wrist pulse point close five hour ago still smell sweet scent find new favorite scent bottle alone extra beautiful name say heart breaker highly recommend like light sensual scent last,Positive
5,False,2015-08-21,AWBHTIFQZDYDB,9790787006,Tina Vieira,I love the smell of this perfume its one of my ... I love the smell of this perfume its one of my favorite in my collection. I have got stopped by many people in just the 2 days I have wore it and they have asked me what I am wearing. I am so happy that I purchased this amazing perfume. I will be purchasing this again real soon. I was able to purchase this at a discounted price for my honest and unbiased review,1440115200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,love smell perfume one love smell perfume one favorite collection got stop many people day wear ask wear happy purchase amazing perfume purchase real soon able purchase discount price honest unbiased review,Positive
5,False,2015-08-21,A0203113HC2KF1AHJHOV,9790787006,Jenny Quack,Light & sexy Not a new school smell but still smells great!!! My hubby loves it on me. Even though I got this in exchange for a review my answer is honest.,1440115200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,light sexy new school smell still smell great hubby love even though get exchange review answer honest,Positive
4,False,2015-08-20,A29VJHWGQMI3L1,9790787006,Calena81,"HEARTBREAKER IS AN UNDERSTATEMENT I came home to find this beautiful bottle of perfume, it comes in a ruby red package, a ruby red bottle with cute heavy silver toned heart charms..  It's not too sweet, it's kind of fruity but not exaggerated. It's a nice, flirty, sophisticated, mature smell.  It's long lasting and not overpowering. Definitely something I would wear on a date night with my husband. I was really surprised because I didn't think it was smell so nice.. I am so happy with my purchase.
I received this product at a discounted price in exchange for a honest review",1440028800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,heartbreaker understatement come home find beautiful bottle perfume come ruby red package ruby red bottle cute heavy silver tone heart charm sweet kind fruity exaggerated nice flirty sophisticated mature smell long last overpower definitely something would wear date night husband really surprised think smell nice happy purchase receive product discount price exchange honest review,Positive
5,True,2015-08-03,A2A2KNKIQHSOFK,9790787006,Garilyn Macklin,"love how they all smell Just received all 7 of my parfums today, each one is delicious, love how they all  smell. This one really do rock. ",1438560000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,love smell receive parfum today one delicious love smell one really rock,Positive
5,True,2015-07-23,A1C915H2JH5Q2F,9790787006,Vegas Beck,"Did Not Break My Heart! Love It! <3 I ordered this on the recommendation of someone else, and I have no regrets! First and foremost, the bottle is stunning! I love the red, and the charm is adorable! Tho, I had to take them off because it's hard to spray with them on. It smells warm and sexy with a musky scent and a bit of a cinnamon undertone.  It is long lasting, and not overpowering. I love that it has a bit of a strong smell that lasts, but not one that is so strong that it gives me a headache. I'm very particular about fragrances, and this one is one I will purchase again!",1437609600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,break heart love order recommendation someone else regret first foremost bottle stun love red charm adorable tho take hard spray smell warm sexy musky scent bit cinnamon undertone long last overpower love bit strong smell last one strong give headache particular fragrance one one purchase,Positive
5,True,2015-06-11,AMMFH8V3JD5WD,9790787006,Ashley Tyuluman,Five Stars A+,1433980800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star,Neutral
5,True,2015-06-03,A3UHZG4PNC1EEX,9790787006,Candi Broussard,"#TeamHeartBreaker I love this perfume!!! I couldn't believe my eyes when I saw it was on sale for $7!!! From $50 to $7, I had to rack up!!! I only bought 4 boxes though and now I see they've sold out '''''",1433289600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,teamheartbreaker love perfume believe eye see sale rack buy box though see sell,Positive
5,True,2015-06-03,A2GDK3U9V823PW,9790787006,Edward Davila,Five Stars love it,1433289600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star love,Positive
5,True,2015-05-18,A23E118ZEH1987,9790787006,Darion Chambers,Five Stars Very nice scent. My sister really like this perfume on mother s day.,1431907200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star nice scent sister really like perfume mother day,Positive
5,True,2015-05-15,A1PEREM420IQTC,9790787006,Kat Burch,Great smell! Awesome! I bought this as a gift for a picky person and she loved it!,1431648000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,great smell awesome buy gift picky person love,Positive
5,True,2015-05-03,ADPHXHWSY2AVP,9790787006,makeupmama,Five Stars Smells sexy and provocative.,1430611200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star smell sexy provocative,Positive
5,True,2015-04-18,A3HIKT4301GRR2,9790787006,J. Guo,Five Stars Will buy again.,1429315200,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star buy,Neutral
5,True,2015-04-15,A140NZXGO4CWZR,9790787006,MsDenise,"If you're looking for your new ""go to"" scent, this is it! I ordered this on a whim.  I wasn't specifically shopping for perfume but was looking for a gift for my mother's birthday and thought, ""Hmm, maybe I should try a new scent.""  When I told my sister, her response was, ""Why?  Are you trying to smell like a porn star?""  My answer is this - ""If this is what porn stars smell like, sign me up!""  I love this scent.  Not too over the top, sophisticated and understated.  The bottle is a substantial weight, too, with cute heavy metal hearts.  I love to wear this and people do stop me to ask what I have on.  The price was right, the smell is lovely, and I am completely happy.",1429056000,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,look new go scent order whim specifically shop perfume look gift mother birthday think hmm maybe try new scent tell sister response try smell like porn star answer porn star smell like sign love scent top sophisticated understate bottle substantial weight cute heavy metal heart love wear people stop ask price right smell lovely completely happy,Positive
5,True,2015-04-09,AVWQ9F2IXREHV,9790787006,Sudipto,"Five Stars excellent,will buy again",1428537600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star excellent buy,Positive
5,True,2015-04-06,A1C7B81WB2PW1G,9790787006,Diamonddave,Five Stars This is the best smelling perfume. The scent last all day long.,1428278400,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,five star good smell perfume scent last day long,Positive
5,True,2015-03-23,A130PM0TZ2U1JQ,9790787006,princess1991,smell unique in sophisticated and mature This fragrance has an unique smell at first  spray it may seem just a little masculine but it settles to a  sophisticated floral in  yet sexy scent I  kinda compared it  to avon by Christian lacroix rouge heartbreaker by jenna Jameson is a different kind of smell to me it's definitely an  older mature women fragrance I been wanted to try it for a very long time now finally got it and for such a great price huge bottle!,1427068800,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,smell unique sophisticated mature fragrance unique smell first spray may seem little masculine settle sophisticated floral yet sexy scent kinda compare avon christian lacroix rouge heartbreaker jenna jameson different kind smell definitely old mature woman fragrance want try long time finally get great price huge bottle,Positive
3,True,2015-03-10,A2XDDAOMK3KA18,9790787006,Ber&#039;s the word,"I bought this as a gift and it's new owner ... I bought this as a gift and it's new owner loves it, she always says something about saddle wood after notes I personally wasn't a fan of it but very cute bottle you can take the broken heart off and use it as a key chain!",1425945600,Jenna Jameson Heartbreaker Perfume for women 3.4 oz Eau De Parfum Spray,Jenna Jameson,298893,All Beauty,13.85,buy gift new owner buy gift new owner love always say something saddle wood note personally fan cute bottle take broken heart use key chain,Positive
5,False,2005-10-11,A1PSML66J3JOJ0,B000050B6B,M. Hannaford,Norelco HQ5 Reflex Action Tripleheader Replacement Heads It's like I have a brand new razor.,1128988800,Philips Norelco HQ5 Shaving Heads,Philips Norelco,148582,All Beauty,64.5,norelco hq5 reflex action tripleheader replacement head like brand new razor,Positive
